well_no,date,year,month,season,is_monsoon,water_level_mean,water_level_min,water_level_max,water_level_std,water_level_lag1,water_level_lag2,water_level_lag3,water_level_rolling_3m,water_level_rolling_6m,water_level_change,rainfall_total,rainfall_mean,rainfall_max,rainy_days,rainfall_lag1,rainfall_rolling_3m,quality_TDS (mg/L),quality_NO2+NO3 (mg/L),quality_Ca (mg/L),quality_Mg (mg/L),quality_Na (mg/L),quality_K (mg/L),quality_Cl (mg/L),quality_SO4 (mg/L),quality_CO3 (mg/L),quality_HCO3 (mg/L),quality_F (mg/L),quality_pH_GEN,quality_EC_GEN (µS/cm),quality_HAR_Total (mg/L),quality_SAR,quality_Na%,year_month,measurement_count,well_type,year_qual,month_qual,year_rain,month_rain
63510,2018-11-01,2018,11,Fall,0,7.56,7.56,7.56,2.248599564173221,8.54,9.16,8.76,8.42,8.603333333333333,-0.9799999999999995,953.2,11.767901234567901,68.0,81.0,1410.0,1056.4333333333334,1909.0,71.0,112.0,320.76,69.0,10.0,666.0,207.0,0.0,420.9,0.41,8.2,3480.0,1600.0,0.750521,8.516578,2018-11,1,OB,2018.0,7.0,2018.0,11.0
63510,2018-12-01,2018,12,Winter,0,7.53,7.53,7.53,2.248599564173221,7.56,8.54,9.16,7.876666666666668,8.35,-0.02999999999999936,85.8,6.128571428571428,18.0,14.0,953.2,816.3333333333334,1909.0,71.0,112.0,320.76,69.0,10.0,666.0,207.0,0.0,420.9,0.41,8.2,3480.0,1600.0,0.750521,8.516578,2018-12,1,OB,2018.0,7.0,2018.0,12.0
63510,2019-01-01,2019,1,Winter,0,6.16,6.16,6.16,2.248599564173221,7.53,7.56,8.54,7.083333333333333,7.951666666666667,-1.37,17.0,8.5,11.0,2.0,85.8,352.0,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-01,1,OB,2019.0,1.0,2019.0,1.0
63510,2019-02-01,2019,2,Winter,0,6.28,6.28,6.28,2.248599564173221,6.16,7.53,7.56,6.656666666666667,7.538333333333334,0.1200000000000001,17.0,8.5,11.0,2.0,17.0,51.39999999999998,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-02,1,OB,2019.0,1.0,2019.0,1.0
63510,2019-03-01,2019,3,Spring,0,6.22,6.22,6.22,2.248599564173221,6.28,6.16,7.53,6.22,7.048333333333333,-0.0600000000000005,2.0,2.0,2.0,1.0,17.0,9.5,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-03,1,OB,2019.0,1.0,2019.0,3.0
63510,2019-04-01,2019,4,Spring,0,6.41,6.41,6.41,2.248599564173221,6.22,6.28,6.16,6.303333333333334,6.6933333333333325,0.1900000000000004,2.0,2.0,2.0,1.0,2.0,2.0,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-04,1,OB,2019.0,1.0,2019.0,3.0
63510,2019-05-01,2019,5,Spring,0,6.69,6.69,6.69,2.248599564173221,6.41,6.22,6.28,6.44,6.548333333333335,0.28000000000000025,2.0,2.0,2.0,1.0,2.0,2.0,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-05,1,OB,2019.0,1.0,2019.0,3.0
63510,2019-06-01,2019,6,Summer,1,6.91,6.91,6.91,2.248599564173221,6.69,6.41,6.22,6.670000000000001,6.445,0.21999999999999975,2.0,2.0,2.0,1.0,2.0,2.0,2023.0,558.0,208.0,189.54,154.0,10.0,681.0,206.0,0.0,30.5,0.9,7.8,3250.0,1300.0,1.858684,20.34111,2019-06,1,OB,2019.0,1.0,2019.0,3.0
63510,2019-07-01,2019,7,Summer,1,7.26,7.26,7.26,2.248599564173221,6.91,6.69,6.41,6.953333333333333,6.628333333333333,0.34999999999999964,47.6,4.76,18.0,10.0,2.0,47.6,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-07,1,OB,2019.0,7.0,2019.0,7.0
63510,2019-08-01,2019,8,Summer,1,7.69,7.69,7.69,2.248599564173221,7.26,6.91,6.69,7.286666666666666,6.863333333333333,0.4300000000000006,724.9,12.717543859649123,130.0,57.0,47.6,386.25,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-08,1,OB,2019.0,7.0,2019.0,8.0
63510,2019-09-01,2019,9,Fall,1,7.64,7.64,7.64,2.248599564173221,7.69,7.26,6.91,7.53,7.1000000000000005,-0.05000000000000071,511.6,7.99375,36.0,64.0,724.9,428.0333333333333,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-09,1,OB,2019.0,7.0,2019.0,9.0
63510,2019-10-01,2019,10,Fall,0,7.81,7.81,7.81,2.248599564173221,7.64,7.69,7.26,7.713333333333334,7.333333333333333,0.16999999999999993,1370.7,12.238392857142857,52.0,112.0,511.6,869.0666666666667,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-10,1,OB,2019.0,7.0,2019.0,10.0
63510,2019-11-01,2019,11,Fall,0,7.59,7.59,7.59,2.248599564173221,7.81,7.64,7.69,7.68,7.483333333333333,-0.21999999999999975,721.75,8.491176470588234,37.0,85.0,1370.7,868.0166666666668,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-11,1,OB,2019.0,7.0,2019.0,11.0
63510,2019-12-01,2019,12,Winter,0,7.21,7.21,7.21,2.248599564173221,7.59,7.81,7.64,7.536666666666666,7.533333333333334,-0.3799999999999999,753.3,10.917391304347825,38.8,69.0,721.75,948.5833333333334,2625.0,459.0,300.0,41.31,269.0,50.0,645.0,533.0,0.0,256.2,0.2,8.2,4000.0,920.0,3.860712,37.32264,2019-12,1,OB,2019.0,7.0,2019.0,12.0
63510,2023-01-01,2023,1,Winter,0,4.11,4.11,4.11,2.248599564173221,7.21,7.59,7.81,6.303333333333334,7.008333333333334,-3.0999999999999996,1.0,1.0,1.0,1.0,753.3,492.01666666666665,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-01,1,OB,2023.0,1.0,2023.0,1.0
63510,2023-02-01,2023,2,Winter,0,5.0,5.0,5.0,2.248599564173221,4.11,7.21,7.59,5.44,6.56,0.8899999999999997,155.1,8.616666666666667,18.0,18.0,1.0,303.1333333333333,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-02,1,OB,2023.0,1.0,2023.0,2.0
63510,2023-03-01,2023,3,Spring,0,5.8,5.8,5.8,2.248599564173221,5.0,4.11,7.21,4.97,6.253333333333334,0.7999999999999998,546.8000000000001,21.872000000000003,76.0,25.0,155.1,234.30000000000004,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-03,1,OB,2023.0,1.0,2023.0,3.0
63510,2023-04-01,2023,4,Spring,0,7.4,7.4,7.4,2.248599564173221,5.8,5.0,4.11,6.066666666666666,6.185,1.6000000000000005,470.8,10.234782608695653,56.2,46.0,546.8000000000001,390.90000000000003,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-04,1,OB,2023.0,1.0,2023.0,4.0
63510,2023-05-01,2023,5,Spring,0,6.92,6.92,6.92,2.248599564173221,7.4,5.8,5.0,6.706666666666667,6.073333333333334,-0.4800000000000004,2103.2,13.48205128205128,100.4,156.0,470.8,1040.2666666666667,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-05,1,OB,2023.0,1.0,2023.0,5.0
63510,2023-06-01,2023,6,Summer,1,6.92,6.92,6.92,2.248599564173221,6.92,7.4,5.8,7.079999999999999,6.0249999999999995,0.0,294.6,9.82,42.0,30.0,2103.2,956.1999999999998,1846.0,394.0,184.0,83.0,255.0,66.0,518.0,300.0,0.0,92.0,0.26,8.1,2860.0,800.0,3.924442636,44.39099566,2023-06,1,OB,2023.0,1.0,2023.0,6.0
63510,2023-07-01,2023,7,Summer,1,8.4,8.4,8.4,2.248599564173221,6.92,6.92,7.4,7.413333333333334,6.739999999999999,1.4800000000000004,258.1,4.096825396825397,15.0,63.0,294.6,885.2999999999998,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-07,1,OB,2023.0,7.0,2023.0,7.0
63510,2023-08-01,2023,8,Summer,1,8.6,8.6,8.6,2.248599564173221,8.4,6.92,6.92,7.973333333333334,7.34,0.1999999999999993,413.8,9.404545454545454,64.0,44.0,258.1,322.1666666666667,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-08,1,OB,2023.0,7.0,2023.0,8.0
63510,2023-09-01,2023,9,Fall,1,9.2,9.2,9.2,2.248599564173221,8.6,8.4,6.92,8.733333333333334,7.906666666666666,0.5999999999999996,523.9,8.315873015873015,58.0,63.0,413.8,398.6000000000001,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-09,1,OB,2023.0,7.0,2023.0,9.0
63510,2023-10-01,2023,10,Fall,0,9.75,9.75,9.75,2.248599564173221,9.2,8.6,8.4,9.183333333333332,8.298333333333334,0.5500000000000007,2258.4,17.506976744186048,113.0,129.0,523.9,1065.3666666666668,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-10,1,OB,2023.0,7.0,2023.0,10.0
63510,2023-11-01,2023,11,Fall,0,9.05,9.05,9.05,2.248599564173221,9.75,9.2,8.6,9.333333333333334,8.653333333333332,-0.6999999999999993,3490.4,14.916239316239317,167.0,234.0,2258.4,2090.9,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-11,1,OB,2023.0,7.0,2023.0,11.0
63510,2023-12-01,2023,12,Winter,0,8.8,8.8,8.8,2.248599564173221,9.05,9.75,9.2,9.200000000000001,8.966666666666667,-0.25,858.2,12.26,75.0,70.0,3490.4,2202.3333333333335,1266.0,244.0,64.0,73.0,244.0,35.0,347.0,131.0,0.0,256.0,0.77,8.1,2030.0,460.0,4.942275484,55.60782155,2023-12,1,OB,2023.0,7.0,2023.0,12.0
63511,2017-01-01,2017,1,Winter,0,18.05,18.05,18.05,2.248599564173221,18.05,18.05,18.05,18.05,18.05,0.09999999999999787,46.5,6.642857142857143,13.0,7.0,46.5,46.5,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-01,1,OB,2017.0,1.0,2017.0,1.0
63511,2017-02-01,2017,2,Winter,0,18.15,18.15,18.15,2.248599564173221,18.05,18.05,18.05,18.1,18.1,0.09999999999999787,46.5,6.642857142857143,13.0,7.0,46.5,46.5,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-02,1,OB,2017.0,1.0,2017.0,1.0
63511,2017-03-01,2017,3,Spring,0,15.3,15.3,15.3,2.248599564173221,18.15,18.05,18.05,17.166666666666668,17.166666666666668,-2.849999999999998,164.4,10.96,47.0,15.0,46.5,105.45,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-03,1,OB,2017.0,1.0,2017.0,3.0
63511,2017-04-01,2017,4,Spring,0,15.55,15.55,15.55,2.248599564173221,15.3,18.15,18.05,16.333333333333332,16.7625,0.25,234.2,10.645454545454545,26.0,22.0,164.4,199.3,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-04,1,OB,2017.0,1.0,2017.0,4.0
63511,2017-05-01,2017,5,Spring,0,15.8,15.8,15.8,2.248599564173221,15.55,15.3,18.15,15.550000000000002,16.57,0.25,408.8,9.506976744186046,32.0,43.0,234.2,269.1333333333333,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-05,1,OB,2017.0,1.0,2017.0,5.0
63511,2017-06-01,2017,6,Summer,1,15.75,15.75,15.75,2.248599564173221,15.8,15.55,15.3,15.700000000000001,16.433333333333334,-0.05000000000000071,105.6,11.733333333333333,35.0,9.0,408.8,249.53333333333333,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-06,1,OB,2017.0,1.0,2017.0,6.0
63511,2017-07-01,2017,7,Summer,1,19.8,19.8,19.8,2.248599564173221,15.75,15.8,15.55,17.116666666666667,16.725,4.050000000000001,56.6,8.085714285714285,30.0,7.0,105.6,190.33333333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-07,1,OB,2017.0,1.0,2017.0,7.0
63511,2017-09-01,2017,9,Fall,1,19.65,19.65,19.65,2.248599564173221,19.8,15.75,15.8,18.4,16.974999999999998,-0.15000000000000213,1495.9,27.19818181818182,118.0,55.0,56.6,552.7,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-09,1,OB,2017.0,1.0,2017.0,9.0
63511,2017-10-01,2017,10,Fall,0,17.95,17.95,17.95,2.248599564173221,19.65,19.8,15.75,19.133333333333336,17.416666666666668,-1.6999999999999993,836.2,16.39607843137255,70.0,51.0,1495.9,796.2333333333335,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-10,1,OB,2017.0,1.0,2017.0,10.0
63511,2017-11-01,2017,11,Fall,0,8.0,8.0,8.0,2.248599564173221,17.95,19.65,19.8,15.199999999999998,16.158333333333335,-9.95,521.2,9.143859649122808,68.0,57.0,836.2,951.1,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-11,1,OB,2017.0,1.0,2017.0,11.0
63511,2017-12-01,2017,12,Winter,0,4.2,4.2,4.2,2.248599564173221,8.0,17.95,19.65,10.049999999999999,14.225000000000001,-3.8,401.8,18.263636363636365,56.0,22.0,521.2,586.4,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2017-12,1,OB,2017.0,1.0,2017.0,12.0
63511,2018-01-01,2018,1,Winter,0,4.35,4.35,4.35,2.248599564173221,4.2,8.0,17.95,5.516666666666667,12.324999999999998,0.14999999999999947,7.6,2.533333333333333,3.0,3.0,401.8,310.2,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-01,1,OB,2017.0,1.0,2018.0,1.0
63511,2018-02-01,2018,2,Winter,0,4.82,4.82,4.82,2.248599564173221,4.35,4.2,8.0,4.456666666666667,9.828333333333331,0.47000000000000064,113.2,16.17142857142857,62.0,7.0,7.6,174.20000000000002,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-02,1,OB,2017.0,1.0,2018.0,2.0
63511,2018-03-01,2018,3,Spring,0,5.27,5.27,5.27,2.248599564173221,4.82,4.35,4.2,4.8133333333333335,7.431666666666666,0.4499999999999993,180.3,10.605882352941178,48.0,17.0,113.2,100.36666666666667,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-03,1,OB,2017.0,1.0,2018.0,3.0
63511,2018-04-01,2018,4,Spring,0,5.92,5.92,5.92,2.248599564173221,5.27,4.82,4.35,5.336666666666666,5.426666666666667,0.6500000000000004,20.0,6.666666666666667,13.0,3.0,180.3,104.5,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-04,1,OB,2017.0,1.0,2018.0,4.0
63511,2018-05-01,2018,5,Spring,0,5.6,5.6,5.6,2.248599564173221,5.92,5.27,4.82,5.596666666666667,5.026666666666666,-0.3200000000000003,1604.22,17.24967741935484,138.0,93.0,20.0,601.5066666666667,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-05,1,OB,2017.0,1.0,2018.0,5.0
63511,2018-06-01,2018,6,Summer,1,4.96,4.96,4.96,2.248599564173221,5.6,5.92,5.27,5.493333333333332,5.153333333333333,-0.6399999999999997,66.6,4.4399999999999995,13.0,15.0,1604.22,563.6066666666667,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-06,1,OB,2017.0,1.0,2018.0,6.0
63511,2018-07-01,2018,7,Summer,1,5.66,5.66,5.66,2.248599564173221,4.96,5.6,5.92,5.406666666666666,5.371666666666666,0.7000000000000002,80.1,3.0807692307692305,12.0,26.0,66.6,583.64,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-07,1,OB,2017.0,1.0,2018.0,7.0
63511,2018-08-01,2018,8,Summer,1,5.72,5.72,5.72,2.248599564173221,5.66,4.96,5.6,5.446666666666666,5.521666666666666,0.05999999999999961,191.2,6.828571428571428,20.0,28.0,80.1,112.63333333333333,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-08,1,OB,2017.0,1.0,2018.0,8.0
63511,2018-09-01,2018,9,Fall,1,6.78,6.78,6.78,2.248599564173221,5.72,5.66,4.96,6.053333333333334,5.773333333333333,1.0600000000000005,806.1,14.927777777777779,106.0,54.0,191.2,359.1333333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-09,1,OB,2017.0,1.0,2018.0,9.0
63511,2018-10-01,2018,10,Fall,0,7.86,7.86,7.86,2.248599564173221,6.78,5.72,5.66,6.786666666666666,6.096666666666667,1.08,1410.0,16.3953488372093,114.0,86.0,806.1,802.4333333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-10,1,OB,2017.0,1.0,2018.0,10.0
63511,2018-11-01,2018,11,Fall,0,5.1,5.1,5.1,2.248599564173221,7.86,6.78,5.72,6.580000000000001,6.013333333333333,-2.7600000000000007,953.2,11.767901234567901,68.0,81.0,1410.0,1056.4333333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-11,1,OB,2017.0,1.0,2018.0,11.0
63511,2018-12-01,2018,12,Winter,0,4.68,4.68,4.68,2.248599564173221,5.1,7.86,6.78,5.88,5.966666666666666,-0.41999999999999993,85.8,6.128571428571428,18.0,14.0,953.2,816.3333333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2018-12,1,OB,2017.0,1.0,2018.0,12.0
63511,2019-01-01,2019,1,Winter,0,4.62,4.62,4.62,2.248599564173221,4.68,5.1,7.86,4.8,5.793333333333334,-0.05999999999999961,17.0,8.5,11.0,2.0,85.8,352.0,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-01,1,OB,2017.0,1.0,2019.0,1.0
63511,2019-02-01,2019,2,Winter,0,5.25,5.25,5.25,2.248599564173221,4.62,4.68,5.1,4.8500000000000005,5.715,0.6299999999999999,17.0,8.5,11.0,2.0,17.0,51.39999999999998,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-02,1,OB,2017.0,1.0,2019.0,1.0
63511,2019-03-01,2019,3,Spring,0,6.09,6.09,6.09,2.248599564173221,5.25,4.62,4.68,5.32,5.599999999999999,0.8399999999999999,2.0,2.0,2.0,1.0,17.0,9.5,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-03,1,OB,2017.0,1.0,2019.0,3.0
63511,2019-04-01,2019,4,Spring,0,7.14,7.14,7.14,2.248599564173221,6.09,5.25,4.62,6.16,5.4799999999999995,1.0499999999999998,2.0,2.0,2.0,1.0,2.0,2.0,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-04,1,OB,2017.0,1.0,2019.0,3.0
63511,2019-05-01,2019,5,Spring,0,7.47,7.47,7.47,2.248599564173221,7.14,6.09,5.25,6.8999999999999995,5.875,0.33000000000000007,2.0,2.0,2.0,1.0,2.0,2.0,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-05,1,OB,2017.0,1.0,2019.0,3.0
63511,2019-06-01,2019,6,Summer,1,16.39,16.39,16.39,2.248599564173221,7.47,7.14,6.09,10.333333333333334,7.826666666666667,8.920000000000002,2.0,2.0,2.0,1.0,2.0,2.0,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-06,1,OB,2017.0,1.0,2019.0,3.0
63511,2019-07-01,2019,7,Summer,1,15.79,15.79,15.79,2.248599564173221,16.39,7.47,7.14,13.216666666666667,9.688333333333334,-0.6000000000000014,47.6,4.76,18.0,10.0,2.0,47.6,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-07,1,OB,2017.0,1.0,2019.0,7.0
63511,2019-08-01,2019,8,Summer,1,16.8,16.8,16.8,2.248599564173221,15.79,16.39,7.47,16.326666666666668,11.613333333333332,1.0100000000000016,724.9,12.717543859649123,130.0,57.0,47.6,386.25,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-08,1,OB,2017.0,1.0,2019.0,8.0
63511,2019-09-01,2019,9,Fall,1,16.87,16.87,16.87,2.248599564173221,16.8,15.79,16.39,16.486666666666668,13.410000000000002,0.07000000000000028,511.6,7.99375,36.0,64.0,724.9,428.0333333333333,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-09,1,OB,2017.0,1.0,2019.0,9.0
63511,2019-10-01,2019,10,Fall,0,17.09,17.09,17.09,2.248599564173221,16.87,16.8,15.79,16.92,15.068333333333333,0.21999999999999886,1370.7,12.238392857142857,52.0,112.0,511.6,869.0666666666667,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-10,1,OB,2017.0,1.0,2019.0,10.0
63511,2019-11-01,2019,11,Fall,0,16.14,16.14,16.14,2.248599564173221,17.09,16.87,16.8,16.700000000000003,16.513333333333332,-0.9499999999999993,721.75,8.491176470588234,37.0,85.0,1370.7,868.0166666666668,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-11,1,OB,2017.0,1.0,2019.0,11.0
63511,2019-12-01,2019,12,Winter,0,15.64,15.64,15.64,2.248599564173221,16.14,17.09,16.87,16.290000000000003,16.388333333333332,-0.5,753.3,10.917391304347825,38.8,69.0,721.75,948.5833333333334,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2019-12,1,OB,2017.0,1.0,2019.0,12.0
63511,2023-01-01,2023,1,Winter,0,5.79,5.79,5.79,2.248599564173221,15.64,16.14,17.09,12.523333333333333,14.721666666666666,-9.850000000000001,1.0,1.0,1.0,1.0,753.3,492.01666666666665,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-01,1,OB,2017.0,1.0,2023.0,1.0
63511,2023-02-01,2023,2,Winter,0,6.8,6.8,6.8,2.248599564173221,5.79,15.64,16.14,9.41,13.055,1.0099999999999998,155.1,8.616666666666667,18.0,18.0,1.0,303.1333333333333,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-02,1,OB,2017.0,1.0,2023.0,2.0
63511,2023-03-01,2023,3,Spring,0,7.02,7.02,7.02,2.248599564173221,6.8,5.79,15.64,6.536666666666666,11.413333333333334,0.21999999999999975,546.8000000000001,21.872000000000003,76.0,25.0,155.1,234.30000000000004,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-03,1,OB,2017.0,1.0,2023.0,3.0
63511,2023-04-01,2023,4,Spring,0,8.03,8.03,8.03,2.248599564173221,7.02,6.8,5.79,7.283333333333334,9.903333333333332,1.0099999999999998,470.8,10.234782608695653,56.2,46.0,546.8000000000001,390.90000000000003,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-04,1,OB,2017.0,1.0,2023.0,4.0
63511,2023-05-01,2023,5,Spring,0,8.68,8.68,8.68,2.248599564173221,8.03,7.02,6.8,7.909999999999999,8.66,0.6500000000000004,2103.2,13.48205128205128,100.4,156.0,470.8,1040.2666666666667,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-05,1,OB,2017.0,1.0,2023.0,5.0
63511,2023-06-01,2023,6,Summer,1,8.68,8.68,8.68,2.248599564173221,8.68,8.03,7.02,8.463333333333333,7.499999999999999,0.0,294.6,9.82,42.0,30.0,2103.2,956.1999999999998,669.0,43.0,8.0,34.02,184.0,13.0,156.0,70.0,12.0,286.7,0.23,8.6,1120.0,160.0,6.328681,69.38665,2023-06,1,OB,2017.0,1.0,2023.0,6.0
